Healthcare Professionals,el enfermero,nurse
Healthcare Professionals,el médico general,general practitioner
Healthcare Professionals,el médico de cabecera,general practitioner
Healthcare Professionals,el médico especialista,specialist
Healthcare Professionals,la nutricionista,nutritionist
Healthcare Professionals,el paciente,patient
Healthcare Professionals,el paramédico,paramedic
Healthcare Professionals,quiropráctico,chiropractor
Healthcare Professionals,la pediatra,pediatrician
Healthcare Professionals,el psicólogo,psychologist
Healthcare Professionals,los primeros auxilios,first aid
Healthcare Professionals,la salud,health
Healthcare Services,la ambulancia,ambulance
Healthcare Services,la aseguradora,insurance carrier
Healthcare Services,el centro de salud,clinic
Healthcare Services,la clínica,clinic
Healthcare Services,la farmacia,drug store
Healthcare Services,droguería,drug store
Healthcare Services,el hospital,hospital
Healthcare Services,el pabellón,ward
Healthcare Services,la sala de espera,waiting room
Healthcare Services,la sala de operaciones,operating room
Healthcare Services,el sanatorio,sanatorium
Illnesses and Injuries,la alergía,allergy
Healthcare Services,la asfixia,suffocation
Healthcare Services,el asma,asthma
Healthcare Services,el ataque al corazón,heart attack
Healthcare Services,el calambre,muscle cramp
Healthcare Services,el cancer,cancer
Healthcare Services,el chinchón,head bump
Healthcare Services,el corte,cut
Healthcare Services,la deshidratación,dehydration
Healthcare Services,la diabetes,diabetes
Healthcare Services,la diarrea,diarrhea
Healthcare Services,el dolor,pain
Healthcare Services,el dolor de cabeza,headache
Healthcare Services,el dolor de garganta,sore throat
Healthcare Services,el dolor de estómago,stomach ache
Healthcare Services,el dolor de diente,toothache
Healthcare Services,la enfermedad,disease
Healthcare Services,la enfermedad cardiaca,heart disease
Healthcare Services,la enfermedad infecciosa,infectious disease
Healthcare Services,los escalofríos,shaking chills
Healthcare Services,la fractura,fracture
Healthcare Services,la fiebre,fever
Healthcare Services,la gripe,flu
Healthcare Services,la herida,wound
Healthcare Services,la hipotermia,hypothermia
Healthcare Services,la infección,infection
Healthcare Services,el malestar,discomfort
Healthcare Services,el morete,bruise
Healthcare Services,la náusea,nausea
Healthcare Services,el raspón,graze
Healthcare Services,el resfriado,cold
Healthcare Services,el sangrado,bleeding
Healthcare Services,la tos,cough
Healthcare Services,el virus,virus
Healthcare Services,el vomito,vomit
